5.000000000000000000e+00,0.000000000000000000e+00,1.765000000000000000e+02,6.750000000000000000e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.758738403320312500e+02,6.824020385742187500e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.752387695312500000e+02,6.893986511230468750e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.745949401855468750e+02,6.960014343261718750e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.739425506591796875e+02,7.022219848632812500e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.732817687988281250e+02,7.080719757080078125e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.726127624511718750e+02,7.135629272460937500e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.719357299804687500e+02,7.187065124511718750e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.712508239746093750e+02,7.235143280029296875e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.705582427978515625e+02,7.279979705810546875e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.698581542968750000e+02,7.321691131591796875e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.691507263183593750e+02,7.360392761230468750e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.684361572265625000e+02,7.396201324462890625e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.677145996093750000e+02,7.429232788085937500e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.669862365722656250e+02,7.459603118896484375e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.662512664794921875e+02,7.487429046630859375e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.655098419189453125e+02,7.512825775146484375e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.647621459960937500e+02,7.535910034179687500e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.640083618164062500e+02,7.556798553466796875e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.632486572265625000e+02,7.575605773925781250e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.624832153320312500e+02,7.592449188232421875e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.617122039794921875e+02,7.607444000244140625e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.609358215332031250e+02,7.620707702636718750e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.601542205810546875e+02,7.632354736328125000e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.593675842285156250e+02,7.642501831054687500e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.585760955810546875e+02,7.651265716552734375e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.577799224853515625e+02,7.658762359619140625e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.569792633056640625e+02,7.665106964111328125e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.561742706298828125e+02,7.670417022705078125e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.553651275634765625e+02,7.674807739257812500e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.545520172119140625e+02,7.678395080566406250e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.537351074218750000e+02,7.681295013427734375e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.529145812988281250e+02,7.683625030517578125e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.520906219482421875e+02,7.685500335693359375e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.512633972167968750e+02,7.687036132812500000e+01
